Name,Platform,Year_of_Release,Genre,Publisher,Developer,Rating
Tomb Raider,PC,1996,Action,Eidos Interactive,"Crystal Dynamics, Nixxes Software",M
Rise of the Tomb Raider,PC,2016,Adventure,Square Enix,"Crystal Dynamics, Nixxes Software",M
Tomb Raider (2013),PC,N/A,Action,Square Enix,"Crystal Dynamics, Nixxes Software",M
Far Cry,PC,2004,Shooter,Ubisoft,Crytek,M
Crysis,PC,2007,Shooter,Electronic Arts,Crytek,M
Crysis: Warhead,PC,2008,Shooter,Electronic Arts,Crytek,M
Crysis 2,X360,2011,Action,Electronic Arts,Crytek,M
Crysis 2,PS3,2011,Action,Electronic Arts,Crytek,M
Crysis 2,PC,2011,Action,Electronic Arts,Crytek,M
Ryse: Son of Rome,XOne,2013,Action,Microsoft Game Studios,Crytek,M
Crysis 3,X360,2013,Shooter,Electronic Arts,Crytek,M
Crysis 3,PS3,2013,Shooter,Electronic Arts,Crytek,M
Crysis 3,PC,2013,Shooter,Electronic Arts,Crytek,M
Robinson: The Journey,PS4,2016,Action,Crytek,Crytek,
Disney's Cinderella: Magical Dreams,GBA,N/A,Platform,Disney Interactive Studios,Culture Brain,E
Pro Pinball: Big Race USA,PS,1999,Simulation,Take-Two Interactive,Cunning Developments,E
Endgame,PS2,2002,Shooter,Empire Interactive,Cunning Developments,T
Deepak Chopra's Leela,Wii,2011,Misc,THQ,Curious Pictures,E
Deepak Chopra's Leela,X360,2011,Misc,THQ,Curious Pictures,E
Quantum Redshift,XB,2002,Racing,Microsoft Game Studios,Curly Monsters,T
Riven: The Sequel to Myst,PC,1997,Adventure,Red Orb,Cyan Worlds,E
Uru: Ages Beyond Myst,PC,2003,Adventure,Ubisoft,Cyan Worlds,E
Blood Bowl,X360,2009,Sports,Focus Home Interactive,Cyanide,T
Dungeon Raiders,DS,2009,Role-Playing,Focus Home Interactive,Cyanide,E10+
Blood Bowl,PC,2009,Sports,Focus Home Interactive,Cyanide,T
Blood Bowl: Legendary Edition,PC,2010,Sports,Focus Home Interactive,Cyanide,T
A Game of Thrones: Genesis,PC,2011,Strategy,Focus Home Interactive,Cyanide,
Tour de France 2014,PS4,2014,Sports,Focus Home Interactive,Cyanide,E
Tour de France 2014,PS3,2014,Sports,Focus Home Interactive,Cyanide,E
Pro Cycling Manager 2016,PC,2016,Sports,Focus Home Interactive,Cyanide,
Tour de France 2011,X360,N/A,Racing,Focus Home Interactive,Cyanide,
Game of Thrones,X360,2012,Role-Playing,Focus Home Interactive,"Cyanide, Cyanide Studios",M
Game of Thrones,PS3,2012,Role-Playing,Focus Home Interactive,"Cyanide, Cyanide Studios",M
Game of Thrones,PC,2012,Role-Playing,Focus Home Interactive,"Cyanide, Cyanide Studios",M
Ocean Commander,Wii,2009,Simulation,Valcon Games,Cyber Planet,E
.hack//Infection Part 1,PS2,2002,Role-Playing,Atari,CyberConnect2,T
.hack//Mutation Part 2,PS2,2002,Role-Playing,Atari,CyberConnect2,T
.hack//Outbreak Part 3,PS2,2002,Role-Playing,Atari,CyberConnect2,T
Naruto: Ultimate Ninja,PS2,2003,Fighting,Atari,CyberConnect2,T
Naruto: Ultimate Ninja 2,PS2,2004,Fighting,Namco Bandai Games,CyberConnect2,T
Naruto: Ultimate Ninja 3,PS2,2005,Fighting,Atari,CyberConnect2,T
Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress,PSP,2006,Fighting,Atari,CyberConnect2,T
Naruto: Ultimate Ninja Storm,PS3,2008,Fighting,Namco Bandai Games,CyberConnect2,T
Naruto Shippuden: Ultimate Ninja Heroes 3,PSP,2009,Fighting,Namco Bandai Games,CyberConnect2,T
Naruto Shippuden: Ultimate Ninja Storm 2,PS3,2010,Fighting,Namco Bandai Games,CyberConnect2,T
Naruto Shippuden: Ultimate Ninja Storm 2,X360,2010,Fighting,Namco Bandai Games,CyberConnect2,T
Solatorobo: Red the Hunter,DS,2010,Role-Playing,Nintendo,CyberConnect2,E10+
Asura's Wrath,PS3,2012,Action,Capcom,CyberConnect2,T
Asura's Wrath,X360,2012,Action,Capcom,CyberConnect2,T
Naruto Shippuden: Ultimate Ninja Storm 3,PS3,2013,Fighting,Namco Bandai Games,CyberConnect2,T
JoJo's Bizarre Adventure: All Star Battle,PS3,2013,Fighting,Namco Bandai Games,CyberConnect2,T
Naruto Shippuden: Ultimate Ninja Storm 3,X360,2013,Fighting,Namco Bandai Games,CyberConnect2,T
Naruto Shippuden: Ultimate Ninja Storm Revolution,PS3,2014,Fighting,Namco Bandai Games,CyberConnect2,T
Naruto Shippuden: Ultimate Ninja Storm Revolution,X360,2014,Fighting,Namco Bandai Games,CyberConnect2,T
JoJo's Bizarre Adventure: Eyes of Heaven,PS4,2015,Fighting,Namco Bandai Games,CyberConnect2,T
Naruto Shippuden: Ultimate Ninja Storm 4,PS4,2016,Fighting,Namco Bandai Games,CyberConnect2,T
Naruto Shippuden: Ultimate Ninja Storm 4,XOne,2016,Fighting,Namco Bandai Games,CyberConnect2,T
Naruto Shippuden: Ultimate Ninja Storm Generations,PS3,2012,Fighting,Namco Bandai Games,"CyberConnect2, Racjin",T
Naruto Shippuden: Ultimate Ninja Storm Generations,X360,2012,Fighting,Namco Bandai Games,"CyberConnect2, Racjin",T
Risk: Global Domination,PS2,2003,Strategy,Atari,Cyberlore Studios,T
Playboy: The Mansion,PS2,2005,Simulation,Ubisoft,Cyberlore Studios,M
Playboy: The Mansion,XB,2005,Simulation,Ubisoft,Cyberlore Studios,M
Dream Dancer,DS,N/A,Misc,N/A,"CyberPlanet Interactive Public Co., Ltd.",E
Junior Island Adventure,DS,2011,Puzzle,Unknown,"CyberPlanet Interactive Public Co., Ltd., Maximum Family Games",E
Dragon Quest VIII: Journey of the Cursed King,3DS,2015,Role-Playing,Square Enix,Cygames,T
Dragon Blade: Wrath of Fire,Wii,2007,Action,D3Publisher,D3Publisher,T
Ben 10 Alien Force: Vilgax Attacks,DS,2009,Action,D3Publisher,D3Publisher,E
Family Party: 90 Great Games Party Pack,Wii,2010,Misc,D3Publisher,D3Publisher,E10+
Jillian Michaels Fitness Ultimatum 2011,Wii,2010,Sports,D3Publisher,D3Publisher,E
Ben 10 Triple Pack,DS,2011,Misc,D3Publisher,D3Publisher,E10+
The Whispered World,PC,2009,Adventure,Deep Silver,Daedalic Entertainment,E
Deponia,PC,2012,Adventure,Daedalic,Daedalic Entertainment,
Goodbye Deponia,PC,2013,Adventure,Daedalic Entertainment,Daedalic Entertainment,
The Night of the Rabbit,PC,2013,Adventure,Daedalic Entertainment,Daedalic Entertainment,
My Baby Girl,DS,2008,Simulation,Nobilis,Dancing Dots,E
My Baby Boy,DS,2008,Simulation,Nobilis,Dancing Dots,E
My Baby: First Steps,Wii,2009,Simulation,SouthPeak Games,Dancing Dots,E
Medal of Honor: Warfighter,PS3,2012,Action,Electronic Arts,Danger Close,M
Medal of Honor: Warfighter,X360,2012,Action,Electronic Arts,Danger Close,M
Medal of Honor: Warfighter,PC,2012,Action,Electronic Arts,Danger Close,M
Cold Fear,PS2,2005,Action,Ubisoft,Darkworks,M
Cold Fear,XB,2005,Action,Ubisoft,Darkworks,M
Alone in the Dark: The New Nightmare,PS,N/A,Adventure,Infogrames,Darkworks,M
Nickelodeon Party Blast,GC,2002,Misc,Atari,Data Design Interactive,E
Nickelodeon Party Blast,XB,2002,Misc,Infogrames,Data Design Interactive,E
Kawasaki Quad Bikes,Wii,2007,Racing,Data Design Interactive,Data Design Interactive,E
Ninjabread Man,Wii,2007,Action,Popcorn Arcade,Data Design Interactive,E
Anubis II,Wii,2007,Platform,Metro 3D,Data Design Interactive,E
Myth Makers: Orbs of Doom,Wii,2007,Puzzle,Popcorn Arcade,Data Design Interactive,E
Billy the Wizard: Rocket Broomstick Racing,Wii,2007,Racing,Metro 3D,Data Design Interactive,E
Rock 'N' Roll Adventures,Wii,2007,Platform,Popcorn Arcade,Data Design Interactive,E
Myth Makers: Super Kart GP,Wii,2007,Racing,Popcorn Arcade,Data Design Interactive,E
Monster Trux Offroad,Wii,2007,Racing,Popcorn Arcade,Data Design Interactive,E
Kidz Sports: Crazy Golf,Wii,2008,Sports,Data Design Interactive,Data Design Interactive,E
Myth Makers: Trixie in Toyland,Wii,2008,Platform,Popcorn Arcade,Data Design Interactive,E
Kawasaki Snowmobiles,Wii,2008,Racing,Metro 3D,Data Design Interactive,E
Kawasaki Jet Ski,Wii,2008,Racing,Metro 3D,Data Design Interactive,E
Party Pigs: Farmyard Games,Wii,2009,Misc,Data Design Interactive,Data Design Interactive,E
Doom,GBA,2001,Shooter,Activision,David A. Palmer Productions,T
Star Wars Episode II: Attack of the Clones,GBA,2002,Action,THQ,David A. Palmer Productions,E
Tokyo Xtreme Racer Advance,GBA,2005,Racing,Crave Entertainment,David A. Palmer Productions,E
MechAssault,XB,2002,Simulation,Microsoft Game Studios,Day 1 Studios,T
MechAssault 2: Lone Wolf,XB,2004,Simulation,Microsoft Game Studios,Day 1 Studios,T
F.E.A.R.,X360,2006,Shooter,Vivendi Games,Day 1 Studios,M
F.E.A.R.,PS3,2007,Shooter,Vivendi Games,Day 1 Studios,M
Fracture,X360,2008,Shooter,LucasArts,Day 1 Studios,T
Fracture,PS3,2008,Shooter,LucasArts,Day 1 Studios,T
F.E.A.R. 3,PS3,2011,Shooter,Warner Bros. Interactive Entertainment,Day 1 Studios,M
F.E.A.R. 3,X360,2011,Shooter,Warner Bros. Interactive Entertainment,Day 1 Studios,M
F.E.A.R. 3,PC,2011,Shooter,Warner Bros. Interactive Entertainment,Day 1 Studios,M
Bratz,GBA,2002,Platform,Ubisoft,DC Studios,E
NBA Jam 2002,GBA,2002,Sports,Acclaim Entertainment,DC Studios,E
Salt Lake 2002,GBA,2002,Sports,Ubisoft,DC Studios,E
Fear Factor: Unleashed,GBA,2004,Action,Hip Interactive,DC Studios,T
Rayman DS,DS,2005,Platform,Ubisoft,DC Studios,E
Whac-A-Mole,DS,2005,Puzzle,Zoo Digital Publishing,DC Studios,E
Whac-A-Mole,GBA,2005,Puzzle,Zoo Digital Publishing,DC Studios,E
Hannah Montana,DS,2006,Action,Disney Interactive Studios,DC Studios,E
State of Emergency 2,PS2,2006,Shooter,SouthPeak Games,DC Studios,M
Disney's Chicken Little: Ace In Action,DS,2006,Shooter,Disney Interactive Studios,DC Studios,E
Code Lyoko,DS,2007,Action,Game Factory,DC Studios,E10+
Thrillville: Off the Rails,DS,2007,Strategy,LucasArts,DC Studios,E
Total Overdose: A Gunslinger's Tale in Mexico,PS2,2005,Shooter,Eidos Interactive,Deadline Games,M
Total Overdose: A Gunslinger's Tale in Mexico,XB,2005,Shooter,Eidos Interactive,Deadline Games,M
Chili Con Carnage,PSP,2007,Shooter,Eidos Interactive,Deadline Games,M
Shaun Palmer's Pro Snowboarder,PS2,2001,Sports,Codemasters,Dearsoft,E
Venetica,PC,2009,Role-Playing,DTP Entertainment,Deck 13,T
Venetica,X360,2010,Role-Playing,DTP Entertainment,Deck 13,T
Venetica,PS3,2010,Role-Playing,DTP Entertainment,Deck 13,T
Major League Baseball 2K8 Fantasy All-Stars,DS,2008,Sports,Take-Two Interactive,Deep Fried Entertainment,E
MLB Superstars,Wii,2008,Sports,Take-Two Interactive,Deep Fried Entertainment,E
Tycoon City: New York,PC,2006,Strategy,Atari,Deep Red,T
Professor Heinz Wolff's Gravity,Wii,2008,Puzzle,Deep Silver,Deep Silver,E
Professor Heinz Wolff's Gravity,DS,2008,Puzzle,Deep Silver,Deep Silver,E
Secret Files 2: Puritas Cordis,Wii,2009,Adventure,Deep Silver,Deep Silver,T
Fritz Chess,DS,2009,Strategy,Deep Silver,Deep Silver,E
Fritz Chess,Wii,2009,Strategy,Deep Silver,Deep Silver,E
Let's Play Garden,DS,2010,Simulation,Deep Silver,Deep Silver,E
Let's Play Garden,Wii,2010,Simulation,Deep Silver,Deep Silver,E
NASCAR '14,X360,2014,Racing,Deep Silver,Deep Silver,E
Sacred 3,X360,2014,Role-Playing,Deep Silver,Deep Silver,M
Sacred 3,PC,2014,Role-Playing,Deep Silver,Deep Silver,M
Homefront: The Revolution,PS4,2016,Shooter,Deep Silver,Deep Silver Dambuster Studios,M
Homefront: The Revolution,XOne,2016,Shooter,Deep Silver,Deep Silver Dambuster Studios,M
Homefront: The Revolution,PC,2016,Shooter,Deep Silver,Deep Silver Dambuster Studios,M
Sacred 3,PS3,2014,Role-Playing,Deep Silver,"Deep Silver, Keen Games",M
Cursed Mountain,Wii,2009,Adventure,Deep Silver,"Deep Silver, Sproing Interactive Media, Sproing",M
Extermination,PS2,2001,Action,Sony Computer Entertainment,Deep Space,M
Motocross Mania,PS,2001,Racing,Take-Two Interactive,Deibus Studios,E
Freestyle Metal X,PS2,2003,Racing,Midway Games,Deibus Studios,T
Motocross Mania 3,PS2,2004,Racing,Take-Two Interactive,Deibus Studios,T
Motocross Mania 3,XB,2005,Racing,Take-Two Interactive,Deibus Studios,T
Darkstone,PS,2001,Role-Playing,Electronic Arts,Delphine Software International,T
Moto Racer Advance,GBA,2002,Racing,Ubisoft,Delphine Software International,E
Phantom Breaker,X360,2011,Fighting,5pb,Delta Factory,T
Math Play,DS,2006,Puzzle,Ubisoft,Denyu-Sha,E
Hakuoki: Stories of the Shinsengumi,PS3,2010,Adventure,Idea Factory,Design Factory,M
Smuggler's Run,GBA,2002,Racing,Rebellion,Destination Software,E
Chicken Shoot,Wii,2007,Action,Zoo Digital Publishing,Destination Software,E10+
Frisbee Disc Freestyle / Frisbee Disc Golf,DS,2007,Sports,DSI Games,Destination Software,E
Bigfoot: Collision Course,Wii,2008,Racing,Zoo Digital Publishing,Destination Software,E
Puzzler Collection,Wii,2008,Puzzle,Ubisoft,Destination Software,E
Bigfoot: Collision Course,DS,2009,Racing,Zoo Digital Publishing,Destination Software,E
Close Combat: First to Fight,XB,2005,Shooter,Take-Two Interactive,Destineer,T
Summer Sports: Paradise Island,Wii,2008,Sports,Ubisoft,Destineer,E
Summer Sports 2: Island Sports Party,Wii,2008,Sports,Ubisoft,Destineer,E
I Love Horses,DS,2008,Simulation,GSP,Destineer,E
Candace Kane's Candy Factory,Wii,2008,Action,Destineer,Destineer,E
We Wish You A Merry Christmas,Wii,2009,Action,Destineer,Destineer,E
Buck Fever,Wii,2009,Sports,Destineer,Destineer,T
Tournament Pool,Wii,2009,Sports,Destineer,Destineer,E
USA Today Puzzle Craze,DS,2009,Puzzle,Destineer,Destineer,E
Alien Monster Bowling League,Wii,2009,Sports,Destineer,Destineer,E10+
Cate West: The Vanishing Files,Wii,2009,Adventure,Oxygen Interactive,Destineer,E10+
Dino Pets,DS,2009,Simulation,Avanquest,Destineer,E
Indianapolis 500 Evolution,X360,2009,Racing,Zushi Games,Destineer,E
Puzzle City,DS,2009,Puzzle,Destineer,Destineer,E
I Love Puppies,DS,2010,Simulation,Destineer,Destineer,E
Marines: Modern Urban Combat,Wii,2010,Shooter,O-Games,Destineer,T
Harley-Davidson: Road Trip,Wii,2010,Racing,Destineer,Destineer,E
I Love Horses: Rider's Paradise,Wii,2010,Simulation,Destineer,Destineer,E
Rec Room Games,DS,2011,Sports,Destineer,Destineer,E
Medal of Honor,X360,2010,Shooter,Electronic Arts,"Dice, Danger Close",M
Medal of Honor,PC,2010,Shooter,Electronic Arts,"Dice, Danger Close",M
Brute Force,XB,2003,Shooter,Microsoft Game Studios,Digital Anvil,M
Freelancer,PC,2003,Simulation,Microsoft Game Studios,Digital Anvil,T
Atari Anniversary Edition Redux,PS,2000,Misc,Infogrames,Digital Eclipse,E
Spyro: Season of Ice,GBA,2001,Platform,Vivendi Games,Digital Eclipse,E
Rayman Advance,GBA,2001,Platform,Ubisoft,Digital Eclipse,E
X-Men: Reign of Apocalypse,GBA,2001,Action,Activision,Digital Eclipse,E
Alienators: Evolution Continues,GBA,2001,Action,Activision,Digital Eclipse,E
Spyro 2: Season of Flame,GBA,2002,Platform,Vivendi Games,Digital Eclipse,E
Disney's Kim Possible: Revenge of Monkey Fist,GBA,2002,Platform,THQ,Digital Eclipse,E
Disney's Tarzan: Return to the Jungle,GBA,2002,Action,Activision,Digital Eclipse,E
Atari Anniversary Advance,GBA,2002,Misc,Atari,Digital Eclipse,E
Phantasy Star Collection,GBA,2002,Role-Playing,Atari,Digital Eclipse,E
XXX,GBA,2002,Action,Activision,Digital Eclipse,E
Monster Force,GBA,2002,Shooter,Universal Interactive,Digital Eclipse,E
Spy Kids 3-D: Game Over,GBA,2003,Platform,Disney Interactive Studios,Digital Eclipse,E
Spyro: Attack of the Rhynocs,GBA,2003,Platform,Universal Interactive,Digital Eclipse,E
Spider-Man 2,GBA,2004,Action,Activision,Digital Eclipse,E
Atari Anthology,PS2,2004,Misc,Atari,Digital Eclipse,E
Atari Anthology,XB,2004,Misc,Atari,Digital Eclipse,E
Grand Theft Auto,GBA,2004,Action,Take-Two Interactive,Digital Eclipse,M
Tron 2.0: Killer App,GBA,2004,Action,Disney Interactive Studios,Digital Eclipse,E
Namco Museum: 50th Anniversary,PS2,2005,Misc,Namco Bandai Games,Digital Eclipse,E10+
Capcom Classics Collection,PS2,2005,Misc,Capcom,Digital Eclipse,T
Midway Arcade Treasures: Extended Play,PSP,2005,Misc,Midway Games,Digital Eclipse,M
Midway Arcade Treasures 3,PS2,2005,Misc,Midway Games,Digital Eclipse,E
Capcom Classics Collection,XB,2005,Misc,Capcom,Digital Eclipse,T
Midway Arcade Treasures 3,XB,2005,Misc,Midway Games,Digital Eclipse,E
Capcom Classics Collection Remixed,PSP,2006,Misc,Capcom,Digital Eclipse,T
Activision Hits: Remixed,PSP,2006,Misc,Activision,Digital Eclipse,E
Mega Man Legacy Collection,3DS,2016,Platform,Capcom,Digital Eclipse,E
Mega Man Legacy Collection,PS4,2016,Platform,Capcom,Digital Eclipse,E
Cake Mania,DS,2007,Puzzle,Majesco Entertainment,Digital Embryo,E
Go Play: City Sports,Wii,2009,Sports,Majesco Entertainment,Digital Embryo,E
Unreal Championship,XB,2002,Shooter,Atari,Digital Extremes,M
Unreal Tournament 2003,PC,2002,Shooter,Atari,Digital Extremes,M
Pariah,XB,2005,Action,Hip Interactive,Digital Extremes,M
Dark Sector,X360,2008,Shooter,D3Publisher,Digital Extremes,M
Dark Sector,PS3,2008,Shooter,D3Publisher,Digital Extremes,M
Homefront,PC,2011,Shooter,THQ,Digital Extremes,M
The Darkness II,X360,2012,Shooter,Take-Two Interactive,Digital Extremes,M
The Darkness II,PS3,2012,Shooter,Take-Two Interactive,Digital Extremes,M
The Darkness II,PC,2012,Shooter,Take-Two Interactive,Digital Extremes,M
BioShock,PS3,2008,Shooter,Take-Two Interactive,"Digital Extremes, 2K Marin",M
Boxing Fever,GBA,2001,Sports,THQ,Digital Fiction,E
Yu Yu Hakusho: Dark Tournament,PS2,N/A,Fighting,N/A,Digital Fiction,T
Shrek,XB,2001,Platform,TDK Mediactive,Digital Illusions,T
Secret Agent Barbie: Royal Jewels Mission,GBA,2002,Platform,Vivendi Games,Digital Illusions,E
RalliSport Challenge,XB,2002,Racing,Microsoft Game Studios,Digital Illusions,E
Barbie Groovy Games,GBA,2002,Misc,Universal Interactive,Digital Illusions,E
Shrek Extra Large,GC,2002,Platform,TDK Mediactive,Digital Illusions,T
Pryzm Chapter One: The Dark Unicorn,PS2,2002,Adventure,TDK Mediactive,Digital Illusions,T
Battlefield 1942,PC,2002,Shooter,Electronic Arts,Digital Illusions,T
Midtown Madness 3,XB,2003,Racing,Microsoft Game Studios,Digital Illusions,E
RalliSport Challenge 2,XB,2004,Racing,Microsoft Game Studios,Digital Illusions,E
Battlefield Vietnam,PC,2004,Shooter,Electronic Arts,Digital Illusions,T
Battlefield 2: Modern Combat,XB,2005,Shooter,Electronic Arts,Digital Illusions,T
Battlefield 2: Modern Combat,PS2,2005,Shooter,Electronic Arts,Digital Illusions,T
Battlefield 2,PC,2005,Shooter,Electronic Arts,Digital Illusions,T
Battlefield 2: Modern Combat,X360,2006,Shooter,Electronic Arts,Digital Illusions,T
Hamsterz Life,DS,2006,Action,Ubisoft,Digital Kids,E
Imagine: Ice Champions,DS,2007,Sports,Spike,Digital Kids,E
Petz Catz Clan,DS,2008,Simulation,Ubisoft,Digital Kids,E
Petz Bunnyz,DS,2008,Simulation,Ubisoft,Digital Kids,E
Petz Nursery,DS,2009,Simulation,Ubisoft,Digital Kids,E
Petz Fantasy: Sunshine Magic,DS,2010,Simulation,Ubisoft,Digital Kids,E
Petz Fantasy 3D,3DS,2011,Simulation,Ubisoft,Digital Kids,E
Mad Dog McCree: Gunslinger Pack,Wii,2009,Shooter,Majesco Entertainment,Digital Leisure Inc.,T
Giants: Citizen Kabuto,PS2,2001,Shooter,Interplay,Digital Mayhem,T
RLH: Run Like Hell,PS2,2002,Shooter,Virgin Interactive,Digital Mayhem,M
RLH: Run Like Hell,XB,2003,Shooter,Avalon Interactive,Digital Mayhem,M
Dragon Ball Z: Budokai,PS2,2002,Fighting,Atari,Dimps Corporation,T
Sonic Advance 2,GBA,2002,Platform,Sega,Dimps Corporation,E
InuYasha: A Feudal Fairy Tale,PS,2002,Fighting,Namco Bandai Games,Dimps Corporation,T
Dragon Ball Z: Budokai 2,PS2,2003,Fighting,Atari,Dimps Corporation,T
Digimon Battle Spirit 2,GBA,2003,Fighting,Namco Bandai Games,Dimps Corporation,E
Dragon Ball Z: Budokai 3,PS2,2004,Fighting,Atari,Dimps Corporation,T
Sonic Advance 3,GBA,2004,Platform,THQ,Dimps Corporation,E
Seven Samurai 20XX,PS2,2004,Action,Sega,Dimps Corporation,T
Dragon Ball: Advanced Adventure,GBA,2004,Action,Namco Bandai Games,Dimps Corporation,E10+
Dragon Ball Z: Shin Budokai,PSP,2006,Fighting,Atari,Dimps Corporation,T
Sonic Rush Adventure,DS,2007,Platform,Sega,Dimps Corporation,E
Draglade,DS,2007,Fighting,505 Games,Dimps Corporation,E10+
Dragon Ball Z: Infinite World,PS2,2008,Fighting,Namco Bandai Games,Dimps Corporation,T
Dragon Ball: Evolution,PSP,2009,Fighting,Namco Bandai Games,Dimps Corporation,T
Sonic Colors,DS,2010,Platform,Sega,Dimps Corporation,E
Saint Seiya: Sanctuary Battle,PS3,2011,Action,Namco Bandai Games,Dimps Corporation,
Sonic Lost World,3DS,2013,Platform,Sega,Dimps Corporation,E10+
Saint Seiya: Brave Soldiers,PS3,2013,Fighting,Namco Bandai Games,Dimps Corporation,
Dragon Ball: XenoVerse,PS4,2015,Fighting,Namco Bandai Games,Dimps Corporation,T
Dragon Ball: XenoVerse,PS3,2015,Fighting,Namco Bandai Games,Dimps Corporation,T
Dragon Ball: XenoVerse,XOne,2015,Fighting,Namco Bandai Games,Dimps Corporation,T
Dragon Ball: XenoVerse,X360,2015,Fighting,Namco Bandai Games,Dimps Corporation,T
Saint Seiya: Soldiers' Soul,PS4,2015,Fighting,Namco Bandai Games,Dimps Corporation,T
Saint Seiya: Soldiers' Soul,PS3,2015,Fighting,Namco Bandai Games,Dimps Corporation,T
Dragon Ball: Xenoverse 2,PS4,2016,Action,Namco Bandai Games,Dimps Corporation,T
Dragon Ball: Xenoverse 2,XOne,2016,Action,Namco Bandai Games,Dimps Corporation,T
Mobile Ops: The One Year War,X360,N/A,Simulation,Namco Bandai Games,"Dimps Corporation, Dream Execution",
Dragon Ball Z: Burst Limit,PS3,2008,Fighting,Atari,"Dimps Corporation, Namco Bandai Games",T
Dragon Ball Z: Burst Limit,X360,2008,Fighting,Atari,"Dimps Corporation, Namco Bandai Games",T
Freedom Wars,PSV,2014,Role-Playing,Sony Computer Entertainment,"Dimps Corporation, SCE Japan Studio",T
Sonic Rush,DS,2005,Platform,Sega,"Dimps Corporation, Sonic Team",E
IL-2 Sturmovik: Birds of Prey,DS,2009,Simulation,505 Games,DiP Interactive,E10+
Combat: Task Force 121,XB,2005,Shooter,Zoo Digital Publishing,Direct Action Games,M
World War II Combat: Road To Berlin,XB,2006,Shooter,Groove Games,Direct Action Games,M
Disney's The Emperor's New Groove,PS,2000,Platform,Sony Computer Entertainment,Disney Interactive,E
Disney's Donald Duck: Goin' Quackers,PS2,2000,Platform,Ubisoft,Disney Interactive,E
Disney's Treasure Planet,GBA,2002,Action,Ubisoft,Disney Interactive,E
Disney's Aladdin,GBA,2003,Platform,Capcom,Disney Interactive,E
Ultimate Band,Wii,2008,Misc,Disney Interactive Studios,Disney Interactive Studios,E10+
Wizards of Waverly Place,DS,2009,Misc,Disney Interactive Studios,Disney Interactive Studios,E
Disney Sing It: Party Hits,Wii,2010,Misc,Disney Interactive Studios,Disney Interactive Studios,E
Disney Sing It: Family Hits,Wii,2010,Misc,Disney Interactive Studios,Disney Interactive Studios,E
Cars Toon: Mater's Tall Tales,Wii,2010,Misc,Disney Interactive Studios,Disney Interactive Studios,E
Disney Channel: All Star Party,Wii,2010,Misc,Disney Interactive Studios,Disney Interactive Studios,E
Wizards of Waverly Place: Spellbound,DS,2010,Misc,Disney Interactive Studios,Disney Interactive Studios,E
Disney Sing It: Family Hits,PS3,2010,Misc,Disney Interactive Studios,Disney Interactive Studios,E
Disney Sing It: Party Hits,PS3,2010,Misc,Disney Interactive Studios,Disney Interactive Studios,E
Just Dance: Disney Party,X360,2012,Misc,Ubisoft,"Disney Interactive Studios, Land Ho!",E
Just Dance: Disney Party,Wii,2012,Misc,Ubisoft,"Disney Interactive Studios, Land Ho!",E
Grand Theft Auto 2,PS,1998,Action,Take-Two Interactive,DMA Design,T
Grand Theft Auto III,PS2,2001,Action,Take-Two Interactive,DMA Design,M
Grand Theft Auto III,PC,2002,Action,Take-Two Interactive,"DMA Design, Rockstar North",M
NASCAR '15,X360,2015,Sports,Deep Silver,DMi Games,E
Piglet's Big Game,PS2,2003,Platform,Gotham Games,Doki Denki,E
Piglet's Big Game,GC,2003,Platform,Gotham Games,Doki Denki,E
Remember Me,PS3,2013,Action,Capcom,DONTNOD Entertainment,M
Remember Me,X360,2013,Action,Capcom,DONTNOD Entertainment,M
Remember Me,PC,2013,Action,Capcom,DONTNOD Entertainment,M
Life is Strange,PS4,2016,Adventure,Square Enix,DONTNOD Entertainment,M
Life is Strange,XOne,2016,Adventure,Square Enix,DONTNOD Entertainment,M
Life is Strange,PC,2016,Adventure,Square Enix,DONTNOD Entertainment,M
Fast Food Panic,DS,2010,Simulation,Nobilis,Dorasu,E
Psychonauts,XB,2005,Platform,THQ,Double Fine Productions,T
Brutal Legend,X360,2009,Action,Electronic Arts,Double Fine Productions,M
Brutal Legend,PS3,2009,Action,Electronic Arts,Double Fine Productions,M
Sesame Street: Once Upon A Monster,X360,2011,Misc,Warner Bros. Interactive Entertainment,Double Fine Productions,E
Buffy the Vampire Slayer,XB,2002,Action,Electronic Arts,Double Helix Games,T
Indiana Jones and the Emperor's Tomb,XB,2003,Action,LucasArts,Double Helix Games,T
Wrath Unleashed,PS2,2004,Strategy,LucasArts,Double Helix Games,T
Wrath Unleashed,XB,2004,Strategy,LucasArts,Double Helix Games,T
Star Wars Episode III: Revenge of the Sith,PS2,2005,Action,LucasArts,Double Helix Games,T
Star Wars Episode III: Revenge of the Sith,XB,2005,Action,Activision,Double Helix Games,T
The Da Vinci Code,PS2,2006,Action,Take-Two Interactive,Double Helix Games,T
Marc Ecko's Getting Up: Contents Under Pressure,PS2,2006,Action,Atari,Double Helix Games,M
The Da Vinci Code,XB,2006,Action,Take-Two Interactive,Double Helix Games,T
G.I. Joe: The Rise of Cobra,X360,2009,Action,Electronic Arts,Double Helix Games,T
G.I. Joe: The Rise of Cobra,Wii,2009,Action,Electronic Arts,Double Helix Games,T
G.I. Joe: The Rise of Cobra,PS3,2009,Action,Electronic Arts,Double Helix Games,T
G.I. Joe: The Rise of Cobra,PS2,2009,Action,Electronic Arts,Double Helix Games,T
